"Dendrophthora","Viscaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Dendrotrophe","Amphorogynaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Elaphanthera","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Eremolepis","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Eubrachion","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Exocarpos","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Geocaulon","Comandraceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Ginalloa","Viscaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Iodina","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Ixidium","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Jodina","Cervantesiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Korthalsella","Viscaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Lepidoceras","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Leptomeria","Amphorogynaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Mida","Nanodeaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Myoschilos","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Nanodea","Nanodeaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Nestronia","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Notothixos","Viscaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Okoubaka","Cervantesiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Omphacomeria","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Osyridicarpos","Thesiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Osyris","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Phacellaria","Amphorogynaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Phoradendron","Viscaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Pilgerina","Cervantesiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Pyrularia","Cervantesiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Razoumofskya","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Rhoiacarpos","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Santalum","Santalaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Scleropyrum","Cervantesiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Staufferia","Cervantesiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Thesidium","Thesiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Thesium","Thesiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Viscum","Viscaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Quinchamalium","Schoepfiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Schoepfia","Schoepfiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Diogoa","Strombosiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Scorodocarpus","Strombosiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Strombosia","Strombosiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Strombosiopsis","Strombosiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Tetrastylidium","Strombosiaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Curupira","Ximeniaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Douradoa","Ximeniaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Malania","Ximeniaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Ximenia","Ximeniaceae","Santalales","Spermatophyta","Angiospermae","Mesangiospermae","","","","","Eudicotyledoneae","Gunneridae","Superasteridae","Pentapetalae","","","","","","","","","","","","",""
"Acorus","Acoraceae","Acorales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","","","","","","","","","","","","","","","","","","","",""
"Albidella","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Alisma","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Astonia","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Baldellia","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Burnatia","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Butomopsis","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Caldesia","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Damasonium","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Echinodorus","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Helanthium","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Hydrocleys","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Limnocharis","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Limnophyton","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Luronium","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Ranalisma","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Sagittaria","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Wiesneria","Alismataceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Aponogeton","Aponogetonaceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Aglaodorum","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Aglaonema","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Alloschemone","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Alocasia","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Ambrosina","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Amorphophallus","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Amydrium","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Anadendrum","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Anaphyllopsis","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Anaphyllum","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Anchomanes","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Anthurium","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Anubias","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Aphyllarum","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Aridarum","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
"Ariopsis","Araceae","Alismatales","Spermatophyta","Angiospermae","Mesangiospermae","Monocotyledoneae","Nartheciidae","","","","","","","","","","","","","","","","","","",""
