number.of.species,genus,family,apweb.family,order,group
1,Irwinia,Compositae,Asteraceae,Asterales,Angiosperms
5,Ischnea,Compositae,Asteraceae,Asterales,Angiosperms
1,Ismelia,Compositae,Asteraceae,Asterales,Angiosperms
5,Isocarpha,Compositae,Asteraceae,Asterales,Angiosperms
15,Isocoma,Compositae,Asteraceae,Asterales,Angiosperms
1,Isoetopsis,Compositae,Asteraceae,Asterales,Angiosperms
15,Isostigma,Compositae,Asteraceae,Asterales,Angiosperms
12,Iva,Compositae,Asteraceae,Asterales,Angiosperms
16,Ixeridium,Compositae,Asteraceae,Asterales,Angiosperms
22,Ixeris,Compositae,Asteraceae,Asterales,Angiosperms
4,Ixiochlamys,Compositae,Asteraceae,Asterales,Angiosperms
1,Ixiolaena,Compositae,Asteraceae,Asterales,Angiosperms
1,Ixodia,Compositae,Asteraceae,Asterales,Angiosperms
1,Jacea,Compositae,Asteraceae,Asterales,Angiosperms
1,Jacmaia,Compositae,Asteraceae,Asterales,Angiosperms
43,Jacobaea,Compositae,Asteraceae,Asterales,Angiosperms
11,Jaegeria,Compositae,Asteraceae,Asterales,Angiosperms
4,Jalcophila,Compositae,Asteraceae,Asterales,Angiosperms
3,Jaliscoa,Compositae,Asteraceae,Asterales,Angiosperms
1,Jamesianthus,Compositae,Asteraceae,Asterales,Angiosperms
2,Jaramilloa,Compositae,Asteraceae,Asterales,Angiosperms
3,Jasonia,Compositae,Asteraceae,Asterales,Angiosperms
7,Jaumea,Compositae,Asteraceae,Asterales,Angiosperms
5,Jefea,Compositae,Asteraceae,Asterales,Angiosperms
2,Jeffreya,Compositae,Asteraceae,Asterales,Angiosperms
2,Jensia,Compositae,Asteraceae,Asterales,Angiosperms
4,Jessea,Compositae,Asteraceae,Asterales,Angiosperms
1,Jobaphes,Compositae,Asteraceae,Asterales,Angiosperms
5,Joseanthus,Compositae,Asteraceae,Asterales,Angiosperms
29,Jungia,Compositae,Asteraceae,Asterales,Angiosperms
207,Jurinea,Compositae,Asteraceae,Asterales,Angiosperms
1,Jurinella,Compositae,Asteraceae,Asterales,Angiosperms
15,Kalimeris,Compositae,Asteraceae,Asterales,Angiosperms
1,Karelinia,Compositae,Asteraceae,Asterales,Angiosperms
1,Karvandarina,Compositae,Asteraceae,Asterales,Angiosperms
2,Kaschgaria,Compositae,Asteraceae,Asterales,Angiosperms
12,Kaunia,Compositae,Asteraceae,Asterales,Angiosperms
6,Kemulariella,Compositae,Asteraceae,Asterales,Angiosperms
1,Kentrophyllum,Compositae,Asteraceae,Asterales,Angiosperms
5,Keysseria,Compositae,Asteraceae,Asterales,Angiosperms
1,Khasianthus,Compositae,Asteraceae,Asterales,Angiosperms
5,Kinghamia,Compositae,Asteraceae,Asterales,Angiosperms
2,Kingianthus,Compositae,Asteraceae,Asterales,Angiosperms
1,Kippistia,Compositae,Asteraceae,Asterales,Angiosperms
29,Klasea,Compositae,Asteraceae,Asterales,Angiosperms
59,Kleinia,Compositae,Asteraceae,Asterales,Angiosperms
137,Koanophyllon,Compositae,Asteraceae,Asterales,Angiosperms
1,Koehneola,Compositae,Asteraceae,Asterales,Angiosperms
7,Koelpinia,Compositae,Asteraceae,Asterales,Angiosperms
3,Kovalevskiella,Compositae,Asteraceae,Asterales,Angiosperms
7,Koyamacalia,Compositae,Asteraceae,Asterales,Angiosperms
1,Koyamasia,Compositae,Asteraceae,Asterales,Angiosperms
9,Krigia,Compositae,Asteraceae,Asterales,Angiosperms
1,Kuhnia,Compositae,Asteraceae,Asterales,Angiosperms
1,Kyhosia,Compositae,Asteraceae,Asterales,Angiosperms
4,Kyrsteniopsis,Compositae,Asteraceae,Asterales,Angiosperms
2,Lachnophyllum,Compositae,Asteraceae,Asterales,Angiosperms
2,Lachnorhiza,Compositae,Asteraceae,Asterales,Angiosperms
3,Lachnospermum,Compositae,Asteraceae,Asterales,Angiosperms
1,Lacinaria,Compositae,Asteraceae,Asterales,Angiosperms
147,Lactuca,Compositae,Asteraceae,Asterales,Angiosperms
13,Laennecia,Compositae,Asteraceae,Asterales,Angiosperms
6,Laestadia,Compositae,Asteraceae,Asterales,Angiosperms
8,Lagascea,Compositae,Asteraceae,Asterales,Angiosperms
2,Lagenocypsela,Compositae,Asteraceae,Asterales,Angiosperms
18,Lagenophora,Compositae,Asteraceae,Asterales,Angiosperms
9,Laggera,Compositae,Asteraceae,Asterales,Angiosperms
4,Lagophylla,Compositae,Asteraceae,Asterales,Angiosperms
1,Lagoseriopsis,Compositae,Asteraceae,Asterales,Angiosperms
2,Lagoseris,Compositae,Asteraceae,Asterales,Angiosperms
1,Lamprachaenium,Compositae,Asteraceae,Asterales,Angiosperms
1,Lamprocephalus,Compositae,Asteraceae,Asterales,Angiosperms
3,Lampropappus,Compositae,Asteraceae,Asterales,Angiosperms
4,Lamyra,Compositae,Asteraceae,Asterales,Angiosperms
1,Lamyropappus,Compositae,Asteraceae,Asterales,Angiosperms
5,Lamyropsis,Compositae,Asteraceae,Asterales,Angiosperms
1,Lancisia,Compositae,Asteraceae,Asterales,Angiosperms
1,Langebergia,Compositae,Asteraceae,Asterales,Angiosperms
3,Lantanopsis,Compositae,Asteraceae,Asterales,Angiosperms
1,Laphamia,Compositae,Asteraceae,Asterales,Angiosperms
3,Laphangium,Compositae,Asteraceae,Asterales,Angiosperms
5,Lappa,Compositae,Asteraceae,Asterales,Angiosperms
6,Lapsana,Compositae,Asteraceae,Asterales,Angiosperms
4,Lapsanastrum,Compositae,Asteraceae,Asterales,Angiosperms
14,Lasianthaea,Compositae,Asteraceae,Asterales,Angiosperms
15,Lasiocephalus,Compositae,Asteraceae,Asterales,Angiosperms
7,Lasiolaena,Compositae,Asteraceae,Asterales,Angiosperms
9,Lasiopogon,Compositae,Asteraceae,Asterales,Angiosperms
4,Lasiospermum,Compositae,Asteraceae,Asterales,Angiosperms
2,Lasiospora,Compositae,Asteraceae,Asterales,Angiosperms
19,Lasthenia,Compositae,Asteraceae,Asterales,Angiosperms
59,Launaea,Compositae,Asteraceae,Asterales,Angiosperms
2,Lawrencella,Compositae,Asteraceae,Asterales,Angiosperms
19,Layia,Compositae,Asteraceae,Asterales,Angiosperms
2,Lebetina,Compositae,Asteraceae,Asterales,Angiosperms
2,Lecocarpus,Compositae,Asteraceae,Asterales,Angiosperms
9,Leibnitzia,Compositae,Asteraceae,Asterales,Angiosperms
1,Leiboldia,Compositae,Asteraceae,Asterales,Angiosperms
2,Leighia,Compositae,Asteraceae,Asterales,Angiosperms
10,Leiocarpa,Compositae,Asteraceae,Asterales,Angiosperms
1,Lemooria,Compositae,Asteraceae,Asterales,Angiosperms
1,Leonis,Compositae,Asteraceae,Asterales,Angiosperms
78,Leontodon,Compositae,Asteraceae,Asterales,Angiosperms
2,Leontonyx,Compositae,Asteraceae,Asterales,Angiosperms
61,Leontopodium,Compositae,Asteraceae,Asterales,Angiosperms
2,Lepicaune,Compositae,Asteraceae,Asterales,Angiosperms
140,Lepidaploa,Compositae,Asteraceae,Asterales,Angiosperms
1,Lepidesmia,Compositae,Asteraceae,Asterales,Angiosperms
8,Lepidolopha,Compositae,Asteraceae,Asterales,Angiosperms
1,Lepidolopsis,Compositae,Asteraceae,Asterales,Angiosperms
7,Lepidonia,Compositae,Asteraceae,Asterales,Angiosperms
1,Lepidophorum,Compositae,Asteraceae,Asterales,Angiosperms
1,Lepidophyllum,Compositae,Asteraceae,Asterales,Angiosperms
3,Lepidospartum,Compositae,Asteraceae,Asterales,Angiosperms
2,Lepidostephium,Compositae,Asteraceae,Asterales,Angiosperms
33,Leptinella,Compositae,Asteraceae,Asterales,Angiosperms
1,Leptocarpha,Compositae,Asteraceae,Asterales,Angiosperms
1,Leptoclinium,Compositae,Asteraceae,Asterales,Angiosperms
1,Leptopoda,Compositae,Asteraceae,Asterales,Angiosperms
10,Leptorhynchos,Compositae,Asteraceae,Asterales,Angiosperms
7,Leptostelma,Compositae,Asteraceae,Asterales,Angiosperms
3,Leptosyne,Compositae,Asteraceae,Asterales,Angiosperms
1,Lescaillea,Compositae,Asteraceae,Asterales,Angiosperms
10,Lessingia,Compositae,Asteraceae,Asterales,Angiosperms
126,Lessingianthus,Compositae,Asteraceae,Asterales,Angiosperms
1,Leto,Compositae,Asteraceae,Asterales,Angiosperms
1,Leucactinia,Compositae,Asteraceae,Asterales,Angiosperms
2,Leucanthemella,Compositae,Asteraceae,Asterales,Angiosperms
7,Leucanthemopsis,Compositae,Asteraceae,Asterales,Angiosperms
41,Leucanthemum,Compositae,Asteraceae,Asterales,Angiosperms
40,Leucheria,Compositae,Asteraceae,Asterales,Angiosperms
1,Leuciva,Compositae,Asteraceae,Asterales,Angiosperms
5,Leucochrysum,Compositae,Asteraceae,Asterales,Angiosperms
4,Leucogenes,Compositae,Asteraceae,Asterales,Angiosperms
2,Leucomeris,Compositae,Asteraceae,Asterales,Angiosperms
1,Leucophyta,Compositae,Asteraceae,Asterales,Angiosperms
3,Leucoptera,Compositae,Asteraceae,Asterales,Angiosperms
1,Leucoseris,Compositae,Asteraceae,Asterales,Angiosperms
1,Leunisia,Compositae,Asteraceae,Asterales,Angiosperms
1,Leuzea,Compositae,Asteraceae,Asterales,Angiosperms
4,Leysera,Compositae,Asteraceae,Asterales,Angiosperms
1,Liabellum,Compositae,Asteraceae,Asterales,Angiosperms
36,Liabum,Compositae,Asteraceae,Asterales,Angiosperms
41,Liatris,Compositae,Asteraceae,Asterales,Angiosperms
14,Libanothamnus,Compositae,Asteraceae,Asterales,Angiosperms
2,Lidbeckia,Compositae,Asteraceae,Asterales,Angiosperms
1,Lifago,Compositae,Asteraceae,Asterales,Angiosperms
154,Ligularia,Compositae,Asteraceae,Asterales,Angiosperms
1,Ligulariopsis,Compositae,Asteraceae,Asterales,Angiosperms
2,Limbarda,Compositae,Asteraceae,Asterales,Angiosperms
2,Lindheimera,Compositae,Asteraceae,Asterales,Angiosperms
2,Linosyris,Compositae,Asteraceae,Asterales,Angiosperms
10,Linzia,Compositae,Asteraceae,Asterales,Angiosperms
11,Lipochaeta,Compositae,Asteraceae,Asterales,Angiosperms
1,Lipskyella,Compositae,Asteraceae,Asterales,Angiosperms
1,Litogyne,Compositae,Asteraceae,Asterales,Angiosperms
2,Litothamnus,Compositae,Asteraceae,Asterales,Angiosperms
1,Litrisa,Compositae,Asteraceae,Asterales,Angiosperms
11,Llerasia,Compositae,Asteraceae,Asterales,Angiosperms
5,Logfia,Compositae,Asteraceae,Asterales,Angiosperms
1,Lomanthus,Compositae,Asteraceae,Asterales,Angiosperms
4,Lomatozona,Compositae,Asteraceae,Asterales,Angiosperms
1,Lonas,Compositae,Asteraceae,Asterales,Angiosperms
16,Lopholaena,Compositae,Asteraceae,Asterales,Angiosperms
4,Lophopappus,Compositae,Asteraceae,Asterales,Angiosperms
7,Lorandersonia,Compositae,Asteraceae,Asterales,Angiosperms
1,Lordhowea,Compositae,Asteraceae,Asterales,Angiosperms
1,Lorentea,Compositae,Asteraceae,Asterales,Angiosperms
1,Lorentzianthus,Compositae,Asteraceae,Asterales,Angiosperms
20,Loricaria,Compositae,Asteraceae,Asterales,Angiosperms
12,Lourteigia,Compositae,Asteraceae,Asterales,Angiosperms
2,Loxothysanus,Compositae,Asteraceae,Asterales,Angiosperms
9,Lucilia,Compositae,Asteraceae,Asterales,Angiosperms
12,Luciliocline,Compositae,Asteraceae,Asterales,Angiosperms
2,Luina,Compositae,Asteraceae,Asterales,Angiosperms
1,Lulia,Compositae,Asteraceae,Asterales,Angiosperms
7,Lundellianthus,Compositae,Asteraceae,Asterales,Angiosperms
1,Lundinia,Compositae,Asteraceae,Asterales,Angiosperms
1,Lycapsus,Compositae,Asteraceae,Asterales,Angiosperms
37,Lychnophora,Compositae,Asteraceae,Asterales,Angiosperms
4,Lychnophoriopsis,Compositae,Asteraceae,Asterales,Angiosperms
11,Lycoseris,Compositae,Asteraceae,Asterales,Angiosperms
6,Lygodesmia,Compositae,Asteraceae,Asterales,Angiosperms
27,Machaeranthera,Compositae,Asteraceae,Asterales,Angiosperms
20,Macledium,Compositae,Asteraceae,Asterales,Angiosperms
12,Macowania,Compositae,Asteraceae,Asterales,Angiosperms
1,Macrachaenium,Compositae,Asteraceae,Asterales,Angiosperms
1,Macraea,Compositae,Asteraceae,Asterales,Angiosperms
3,Macropodina,Compositae,Asteraceae,Asterales,Angiosperms
2,Macvaughiella,Compositae,Asteraceae,Asterales,Angiosperms
5,Madagaster,Compositae,Asteraceae,Asterales,Angiosperms
1,Madaria,Compositae,Asteraceae,Asterales,Angiosperms
12,Madia,Compositae,Asteraceae,Asterales,Angiosperms
3,Mairia,Compositae,Asteraceae,Asterales,Angiosperms
21,Malacothrix,Compositae,Asteraceae,Asterales,Angiosperms
3,Malmeanthus,Compositae,Asteraceae,Asterales,Angiosperms
1,Malperia,Compositae,Asteraceae,Asterales,Angiosperms
1,Mantagnaea,Compositae,Asteraceae,Asterales,Angiosperms
4,Mantisalca,Compositae,Asteraceae,Asterales,Angiosperms
1,Manyonia,Compositae,Asteraceae,Asterales,Angiosperms
5,Marasmodes,Compositae,Asteraceae,Asterales,Angiosperms
10,Marshallia,Compositae,Asteraceae,Asterales,Angiosperms
1,Marshalljohnstonia,Compositae,Asteraceae,Asterales,Angiosperms
1,Marticorenia,Compositae,Asteraceae,Asterales,Angiosperms
25,Matricaria,Compositae,Asteraceae,Asterales,Angiosperms
2,Mattfeldanthus,Compositae,Asteraceae,Asterales,Angiosperms
1,Mattfeldia,Compositae,Asteraceae,Asterales,Angiosperms
1,Matudina,Compositae,Asteraceae,Asterales,Angiosperms
5,Mauranthemum,Compositae,Asteraceae,Asterales,Angiosperms
1,Mausolea,Compositae,Asteraceae,Asterales,Angiosperms
2,Mecomischus,Compositae,Asteraceae,Asterales,Angiosperms
1,Medranoa,Compositae,Asteraceae,Asterales,Angiosperms
45,Melampodium,Compositae,Asteraceae,Asterales,Angiosperms
23,Melanoseris,Compositae,Asteraceae,Asterales,Angiosperms
38,Melanthera,Compositae,Asteraceae,Asterales,Angiosperms
1,Merrittia,Compositae,Asteraceae,Asterales,Angiosperms
2,Mesanthophora,Compositae,Asteraceae,Asterales,Angiosperms
1,Mesogramma,Compositae,Asteraceae,Asterales,Angiosperms
1,Mesoneuris,Compositae,Asteraceae,Asterales,Angiosperms
52,Metalasia,Compositae,Asteraceae,Asterales,Angiosperms
1,Metastevia,Compositae,Asteraceae,Asterales,Angiosperms
2,Mexerion,Compositae,Asteraceae,Asterales,Angiosperms
1,Mexianthus,Compositae,Asteraceae,Asterales,Angiosperms
3,Micractis,Compositae,Asteraceae,Asterales,Angiosperms
1,Microbahia,Compositae,Asteraceae,Asterales,Angiosperms
5,Microcephala,Compositae,Asteraceae,Asterales,Angiosperms
1,Microchaeta,Compositae,Asteraceae,Asterales,Angiosperms
8,Microglossa,Compositae,Asteraceae,Asterales,Angiosperms
2,Microgyne,Compositae,Asteraceae,Asterales,Angiosperms
1,Microlecane,Compositae,Asteraceae,Asterales,Angiosperms
5,Microliabum,Compositae,Asteraceae,Asterales,Angiosperms
5,Micropsis,Compositae,Asteraceae,Asterales,Angiosperms
4,Micropus,Compositae,Asteraceae,Asterales,Angiosperms
42,Microseris,Compositae,Asteraceae,Asterales,Angiosperms
10,Microspermum,Compositae,Asteraceae,Asterales,Angiosperms
433,Mikania,Compositae,Asteraceae,Asterales,Angiosperms
15,Mikaniopsis,Compositae,Asteraceae,Asterales,Angiosperms
2,Milleria,Compositae,Asteraceae,Asterales,Angiosperms
1,Millina,Compositae,Asteraceae,Asterales,Angiosperms
16,Millotia,Compositae,Asteraceae,Asterales,Angiosperms
6,Minasia,Compositae,Asteraceae,Asterales,Angiosperms
11,Minuria,Compositae,Asteraceae,Asterales,Angiosperms
1,Miricacalia,Compositae,Asteraceae,Asterales,Angiosperms
1,Misbrookea,Compositae,Asteraceae,Asterales,Angiosperms
6,Miyamayomena,Compositae,Asteraceae,Asterales,Angiosperms
4,Mniodes,Compositae,Asteraceae,Asterales,Angiosperms
6,Monactis,Compositae,Asteraceae,Asterales,Angiosperms
1,Monarrhenus,Compositae,Asteraceae,Asterales,Angiosperms
1,Monencyanthes,Compositae,Asteraceae,Asterales,Angiosperms
2,Monoculus,Compositae,Asteraceae,Asterales,Angiosperms
1,Monogereion,Compositae,Asteraceae,Asterales,Angiosperms
5,Monolopia,Compositae,Asteraceae,Asterales,Angiosperms
1,Monopholis,Compositae,Asteraceae,Asterales,Angiosperms
2,Monoptilon,Compositae,Asteraceae,Asterales,Angiosperms
7,Monosis,Compositae,Asteraceae,Asterales,Angiosperms
50,Montanoa,Compositae,Asteraceae,Asterales,Angiosperms
11,Monticalia,Compositae,Asteraceae,Asterales,Angiosperms
6,Moonia,Compositae,Asteraceae,Asterales,Angiosperms
2,Moquinia,Compositae,Asteraceae,Asterales,Angiosperms
2,Morithamnus,Compositae,Asteraceae,Asterales,Angiosperms
2,Moscharia,Compositae,Asteraceae,Asterales,Angiosperms
1,Msuata,Compositae,Asteraceae,Asterales,Angiosperms
1,Mtonia,Compositae,Asteraceae,Asterales,Angiosperms
7,Mulgedium,Compositae,Asteraceae,Asterales,Angiosperms
42,Munnozia,Compositae,Asteraceae,Asterales,Angiosperms
1,Munzothamnus,Compositae,Asteraceae,Asterales,Angiosperms
1,Muschleria,Compositae,Asteraceae,Asterales,Angiosperms
1,Musilia,Compositae,Asteraceae,Asterales,Angiosperms
1,Musteron,Compositae,Asteraceae,Asterales,Angiosperms
57,Mutisia,Compositae,Asteraceae,Asterales,Angiosperms
1,Myanmaria,Compositae,Asteraceae,Asterales,Angiosperms
5,Myopordon,Compositae,Asteraceae,Asterales,Angiosperms
16,Myriactis,Compositae,Asteraceae,Asterales,Angiosperms
15,Myriocephalus,Compositae,Asteraceae,Asterales,Angiosperms
1,Myripnois,Compositae,Asteraceae,Asterales,Angiosperms
2,Myxopappus,Compositae,Asteraceae,Asterales,Angiosperms
26,Nabalus,Compositae,Asteraceae,Asterales,Angiosperms
1,Nablonium,Compositae,Asteraceae,Asterales,Angiosperms
1,Nananthea,Compositae,Asteraceae,Asterales,Angiosperms
4,Nannoglottis,Compositae,Asteraceae,Asterales,Angiosperms
1,Nanothamnus,Compositae,Asteraceae,Asterales,Angiosperms
7,Nardophyllum,Compositae,Asteraceae,Asterales,Angiosperms
1,Narvalina,Compositae,Asteraceae,Asterales,Angiosperms
39,Nassauvia,Compositae,Asteraceae,Asterales,Angiosperms
1,Nauplius,Compositae,Asteraceae,Asterales,Angiosperms
1,Neblinaea,Compositae,Asteraceae,Asterales,Angiosperms
1,Neja,Compositae,Asteraceae,Asterales,Angiosperms
6,Nemosenecio,Compositae,Asteraceae,Asterales,Angiosperms
4,Neocabreria,Compositae,Asteraceae,Asterales,Angiosperms
12,Neocuatrecasia,Compositae,Asteraceae,Asterales,Angiosperms
1,Neohintonia,Compositae,Asteraceae,Asterales,Angiosperms
1,Neojeffreya,Compositae,Asteraceae,Asterales,Angiosperms
30,Neomirandea,Compositae,Asteraceae,Asterales,Angiosperms
1,Neonesomia,Compositae,Asteraceae,Asterales,Angiosperms
1,Neopallasia,Compositae,Asteraceae,Asterales,Angiosperms
1,Neotysonia,Compositae,Asteraceae,Asterales,Angiosperms
1,Nephrotheca,Compositae,Asteraceae,Asterales,Angiosperms
3,Nesampelos,Compositae,Asteraceae,Asterales,Angiosperms
1,Nesomia,Compositae,Asteraceae,Asterales,Angiosperms
1,Nestlera,Compositae,Asteraceae,Asterales,Angiosperms
2,Nestotus,Compositae,Asteraceae,Asterales,Angiosperms
13,Neurolaena,Compositae,Asteraceae,Asterales,Angiosperms
1,Neurolakis,Compositae,Asteraceae,Asterales,Angiosperms
7,Nicolasia,Compositae,Asteraceae,Asterales,Angiosperms
3,Nicolletia,Compositae,Asteraceae,Asterales,Angiosperms
16,Nidorella,Compositae,Asteraceae,Asterales,Angiosperms
1,Nikitinia,Compositae,Asteraceae,Asterales,Angiosperms
1,Nipponanthemum,Compositae,Asteraceae,Asterales,Angiosperms
1,Nivellea,Compositae,Asteraceae,Asterales,Angiosperms
4,Nocca,Compositae,Asteraceae,Asterales,Angiosperms
9,Nolletia,Compositae,Asteraceae,Asterales,Angiosperms
15,Nordenstamia,Compositae,Asteraceae,Asterales,Angiosperms
3,Norlindhia,Compositae,Asteraceae,Asterales,Angiosperms
1,Nothobaccharis,Compositae,Asteraceae,Asterales,Angiosperms
4,Nothocalais,Compositae,Asteraceae,Asterales,Angiosperms
18,Noticastrum,Compositae,Asteraceae,Asterales,Angiosperms
1,Notobasis,Compositae,Asteraceae,Asterales,Angiosperms
1,Notonia,Compositae,Asteraceae,Asterales,Angiosperms
13,Notoseris,Compositae,Asteraceae,Asterales,Angiosperms
1,Nouelia,Compositae,Asteraceae,Asterales,Angiosperms
1,Novaguinea,Compositae,Asteraceae,Asterales,Angiosperms
1,Novenia,Compositae,Asteraceae,Asterales,Angiosperms
1,Novopokrovskia,Compositae,Asteraceae,Asterales,Angiosperms
1,Oaxacania,Compositae,Asteraceae,Asterales,Angiosperms
2,Oblivia,Compositae,Asteraceae,Asterales,Angiosperms
1,Ochrocephala,Compositae,Asteraceae,Asterales,Angiosperms
3,Oclemena,Compositae,Asteraceae,Asterales,Angiosperms
2,Odixia,Compositae,Asteraceae,Asterales,Angiosperms
6,Odontocline,Compositae,Asteraceae,Asterales,Angiosperms
15,Odontotrichum,Compositae,Asteraceae,Asterales,Angiosperms
18,Oedera,Compositae,Asteraceae,Asterales,Angiosperms
1,Oiospermum,Compositae,Asteraceae,Asterales,Angiosperms
4,Oldenburgia,Compositae,Asteraceae,Asterales,Angiosperms
1,Oldfeltia,Compositae,Asteraceae,Asterales,Angiosperms
178,Olearia,Compositae,Asteraceae,Asterales,Angiosperms
18,Olgaea,Compositae,Asteraceae,Asterales,Angiosperms
15,Oligactis,Compositae,Asteraceae,Asterales,Angiosperms
6,Oliganthes,Compositae,Asteraceae,Asterales,Angiosperms
1,Oligocarpus,Compositae,Asteraceae,Asterales,Angiosperms
4,Oligochaeta,Compositae,Asteraceae,Asterales,Angiosperms
2,Oligosporus,Compositae,Asteraceae,Asterales,Angiosperms
1,Oligothrix,Compositae,Asteraceae,Asterales,Angiosperms
2,Olivaea,Compositae,Asteraceae,Asterales,Angiosperms
4,Omalotheca,Compositae,Asteraceae,Asterales,Angiosperms
1,Omphalopappus,Compositae,Asteraceae,Asterales,Angiosperms
8,Oncosiphon,Compositae,Asteraceae,Asterales,Angiosperms
1,Ondetia,Compositae,Asteraceae,Asterales,Angiosperms
1,Onobroma,Compositae,Asteraceae,Asterales,Angiosperms
46,Onopordum,Compositae,Asteraceae,Asterales,Angiosperms
20,Onoseris,Compositae,Asteraceae,Asterales,Angiosperms
2,Oocephala,Compositae,Asteraceae,Asterales,Angiosperms
4,Oonopsis,Compositae,Asteraceae,Asterales,Angiosperms
3,Oparanthus,Compositae,Asteraceae,Asterales,Angiosperms
40,Ophryosporus,Compositae,Asteraceae,Asterales,Angiosperms
3,Opisthopappus,Compositae,Asteraceae,Asterales,Angiosperms
1,Oporinia,Compositae,Asteraceae,Asterales,Angiosperms
10,Orbivestus,Compositae,Asteraceae,Asterales,Angiosperms
1,Oreochrysum,Compositae,Asteraceae,Asterales,Angiosperms
1,Oreoleysera,Compositae,Asteraceae,Asterales,Angiosperms
3,Oreostemma,Compositae,Asteraceae,Asterales,Angiosperms
1,Oresbia,Compositae,Asteraceae,Asterales,Angiosperms
3,Oriastrum,Compositae,Asteraceae,Asterales,Angiosperms
18,Oritrophium,Compositae,Asteraceae,Asterales,Angiosperms
1,Orochaenactis,Compositae,Asteraceae,Asterales,Angiosperms
1,Orthopappus,Compositae,Asteraceae,Asterales,Angiosperms
4,Osbertia,Compositae,Asteraceae,Asterales,Angiosperms
